title	artist	nov	adv	exh	mxm	genre	unlockRaw	indexjk	jknov	jkadv	jkexh	jkmxm
いまきみに	"Silentroom as ""少年R"""	8	15	18	20	sdvx		VZsFo4lpw1ZFNyaC0XLmIw	VZsFo4lpw1ZFNyaC0XLmIw	XJwx3tQA52i0kHOcFVLeTw	CiOcvO6IzaY5kSq8xWIIFQ	d1eSAemUmFoHEpoSl8eZvQ
赫焉	打打だいず vs. siromaru	7	14	17	19	sdvx		oQ5PSWpK-UZHog9uGjj_DQ	oQ5PSWpK-UZHog9uGjj_DQ	Zd1HHAlTtTrCI0r-odoMpA	CgcFYo3MLDxd7WIwgu68sA	ViA3d0cyiq1u75a-nP3gJg
光風霽月	影虎。	6	13	16	18	sdvx		wOYlfc8HKNL7droYRK9FUw	wOYlfc8HKNL7droYRK9FUw	QqQl4U4hWJ8SX6Lk_BPN-w	SLviTd3JNQmIISiBZDvotg	MqD7NFQR_Xpl8xXwHsy3XQ
STIGMA	U-ske feat. 棗いつき	6	13	16	18	sdvx		70__cMVIA6n0LCFfeQTbKw	70__cMVIA6n0LCFfeQTbKw	bKK10KABilV_TIeNEE_5gw	uAepAlcLosQ7-VfbokGo3w	YPwqwR_Mc7_eibA2_fMUMQ
VΛZiLiSQ	BlackY	7	14	17	19	sdvx		hwBpl5lr9GR8I5TZFypSKg	hwBpl5lr9GR8I5TZFypSKg	tWEsYCefnN2CdW9MDVdlqg	4LaXpD97YFH0I3W4-iX5Kw	DZt6_dGwtPShuWlmNbQLCA
Fαtα∠ Ent∠mEnt	CHUBAY	7	14	17	19	sdvx		YokkYedBvGEQcmHVqCnOuQ	YokkYedBvGEQcmHVqCnOuQ	K2kgGP9Reh0CRBeCqiSSJw	1woDouGwaE7b6RfIG2wQ4g	alZdoOagAzIIO05qynHHmQ
Lost Parliament	Juggernaut.	6	13	16	18	sdvx		XXCkm-wxY6UPI9cs125XFw	XXCkm-wxY6UPI9cs125XFw	XaNolskiyFmU4V8LbkvSRA	27E_yDQe0DFhwoDwUd9yeQ	loylJ7-SuTrXVY2fIGkS-w
あいあむなんばーわんパトラちゃん様	周防パトラ	5	13	16	18	others		RvazBz7t2Ujm-QClzHXX0g	RvazBz7t2Ujm-QClzHXX0g	mqiy4-69RTBFuOr_r0UAFA	MjxTSEPdaiCdO0j5GBLq6Q	j1sk4hQiv8gXwZSUyAfAvA
ぶいちゅっばの歌	周防パトラ	3	12	15	17	others		g2boAoDLglGUbkFcI1pgXg	g2boAoDLglGUbkFcI1pgXg	5FmBCDS_AR4saK_ZMzHy5Q	Wv785q9gnd8CAh-nMAlgjA	VQclplRdcdMMCAqaScRy8g
ASGORE / アズゴア	Toby Fox	4	12	15	17	others		5nPdLXsxWX3tj5V0Si992Q	5nPdLXsxWX3tj5V0Si992Q	tJvqJk9Iii1Y7p5ZMf2Jqg	i5LPwrCjfNIqLmEr9t4U0g	6xVAF2u_H1p3wP858_8miA
Spear of Justice / 正義の槍	Toby Fox	3	11	14	17	others		iYjSgyUjHnTLpvZaZZgMeQ	iYjSgyUjHnTLpvZaZZgMeQ	QVjUwDrBi2BCwb5sAEhuaA	2NbpsmOWolC4Trag1R0aSA	DpXYhWv6blmhUEBKYq4zXQ
Death by Glamour / 華麗なる死闘	Toby Fox	4	12	15	17	others		BvjV0hrA5vKptj7uOn829A	BvjV0hrA5vKptj7uOn829A	TkY9GPxc1D8O7PU7kQ4NYA	2yzk72wobtKvKTfrK7ScBA	iw76pAt_9zQo6vNnUOckTA
Finale / フィナーレ	Toby Fox	5	13	16	18	others		qM2UCxp24xHBxeuyPboJhg	qM2UCxp24xHBxeuyPboJhg	6ituOB_iPGZbdX5q-xRsug	QYh2Tp_Oke73RN3PeJiFcA	Mh63XODOd-w5aeBfSdttYQ
Bonetrousle	Toby Fox	2	10	13	16	others		qQt003MLhyCgrAj22I84RA	qQt003MLhyCgrAj22I84RA	OMtTXZoQ8j5MCJCVt8NXRQ	IOyZk1ED_GSK0bgQg2ke2g	wI0DzvA7RUgeQVrQ0LA6Wg
Avalanx	隣の庭は青い(庭師+Aoi)	7	14	17	19	sdvx		nEnBmww1AHTyM715Qmz80Q	nEnBmww1AHTyM715Qmz80Q	3VWbc3B6Re8jZGA7xFiu-w	ta4xsTojJYls0xGVJSbA9Q	T-cjgkrMf3xOfwEGizaGrg
極夜、暁を望んで	めと（Metomate）	6	13	16	18	sdvx		Uzc9b0fms5tzRQVpX5JvVg	Uzc9b0fms5tzRQVpX5JvVg	fT2gnir-iFtQZqJhvmYZUA	pa4AXGOxPmhZA2_diHW8iw	ZyJY7u9mrl4V5MsCVJMdIw
Grandeur	CANVAS x RoughSketch feat. Quimär	6	13	16	18	sdvx		OszGGYQwBDnFLG969OuC9g	OszGGYQwBDnFLG969OuC9g	r0tNjYgzE3mIdlI-I2-6mQ	iMfQ_8DQK1wjANhQVkYXVQ	Lq3jLN9A-yA6JLniMTbegQ
Stairway to the sun	Noah	6	13	16	18	sdvx		C2WPRqDoKyrwUJunUkvRPg	C2WPRqDoKyrwUJunUkvRPg	JEqsIP8agw4NX91AIl0QXg	gCo_zxWebdDyhAlZQqf_Cw	Gbs6Q0ktkGRotRCdTVwbtg
すべてが幻になった後で	かめりあ・超機装幻楽隊	7	14	17	19	sdvx		4MqLYvLL_28VMjcdWHLgkw	4MqLYvLL_28VMjcdWHLgkw	UjsRnAMBRwpF_Rg3mVttvQ	f0r0NHF4sFwlRoi8fe5tuw	4PcGEgpi-ob1eYQ7K4Nhiw
Bl∞min'	MisoilePunch♪ -Forever-	8	15	18	20	sdvx		ONHGnLWcv7f6Hv1wV-xHFg	ONHGnLWcv7f6Hv1wV-xHFg	eBH9pVXZ6WsiUomqbYxE5w	T9-J2IQDa086smnnMo-VQA	g9siI4n-A--Of4X_bNKBCg
LaμreLs ~the Angelus~	Ashrount	7	14	17	19	sdvx		pUiQrXvKPovkO41SmqnStQ	pUiQrXvKPovkO41SmqnStQ	_A1HN6ZcSNlrWof3a1dlwQ	VNNa28v4-ifcXkPe9P-3JQ	m502o1st2cEUnNp9c8YaVg
Across the Starlight	かゆき	6	13	16	18	floor		1rkYWbmbwZDQsoX3wAy4dQ	1rkYWbmbwZDQsoX3wAy4dQ	Mkc7cP2-aSocaym-ZOIKOQ	zfYmKwYWmALjDVbqiVQSug	lAw4OY0gnkg_wMMGaV_niA
Kontrol Line	Yooh	6	13	16	18	sdvx		JYKPlTU_zyb55pKz9J7SHQ	JYKPlTU_zyb55pKz9J7SHQ	5T7q8N_Ehzv4lanioSdoLg	5I50VW4gEZeeFW1L13NXFw	5yqfzExawSu7FisJOHRWXg
Twinkle Rookie	Halv	6	12	15	18	floor		RNGfVS9u8wM34isYlDs20A	RNGfVS9u8wM34isYlDs20A	5sjkD3rsJlnPknJwCU4AKg	883K3ZBxO6tkjC3a3WKkSA	HOfs-P5vs4Z4YIFXrWslww
NOT YOUR IDOL	Yuta Imai	6	13	16	18	floor		M8PUNN4Feiu8J9IqgXNxsQ	M8PUNN4Feiu8J9IqgXNxsQ	rbQM430HZfAdHKd-3B4ETw	SJnKGwzUtd-1zy0r7kP8eQ	6i4J1IQ7Q1H4gKQaEc2szw
PHOTON BLAXT	seatrus	6	12	15	18	floor		yDnXkB2-bjI1HDNM8hyYzw	yDnXkB2-bjI1HDNM8hyYzw	8RumM0ZSrXL1zZv2t9_8GQ	zytVAlBgXnzzK7KQL6iGiw	Tg8VzV2j_A56OS3uGpDcsQ
メテオライツ・プレリュード	みーに	5	11	14	17	floor		jK4VZJAVsJdKeypUbwgebg	jK4VZJAVsJdKeypUbwgebg	Xgs2Rp_S9xpXyOt-8cJGLw	fDQJKIPzFSHoG9Infe5cpA	7opjQmYFf9Re9XBa2C9HYA
"ピアノ独奏無言歌 ""灰燼"""	"BEMANI Sound Team ""Virkato Wakhmaninov"""	7	14	17	19	bemani		rn54zRbzHAAAsJKiFxuMuw	rn54zRbzHAAAsJKiFxuMuw	p3LEnqn3-eSUwR1WJx_V0A	8WSWLyFnI-K8X9zh0zgzrQ	Yq8F2q2s4rbuVRF97CK45Q
イエルウタ	ここなつ2.0	3	9	13	16	hinabita		F7sXJ_Eb9Ls87-FQa9gvpw	F7sXJ_Eb9Ls87-FQa9gvpw	iaEzyPkjKK3NPtuyzIbVFg	bLJJWyks80--kwnt3iNZDw	4sxHf-3tBlHUJCvTXy8O5g
カシオペアノヒカリ	ここなつ2.0	2	11	14	17	hinabita		NhK6TKGf7WjempN1bgZXHA	NhK6TKGf7WjempN1bgZXHA	CgCy1pohJitizqq9LF7WNg	pm8FGWFY4RWzZiXJD0dj5w	isIQxXiRLdbM6ma9ybtiZg
ステラレギア	ここなつ2.0	4	11	14	17	hinabita		Fj1moXecnnf0SzUCFemdPQ	Fj1moXecnnf0SzUCFemdPQ	rqX7281GNkwL5oGjX9qXjA	shXomww2fXr6EIiV6Cb-TQ	fTCTM70FU1ncnXFTmXNPIQ
ハートシェイプ・スピカ	ここなつ2.0	5	12	15	17	hinabita		LOyTXsDqM-KT0ferXRhNaw	LOyTXsDqM-KT0ferXRhNaw	Tf7fLF2e8jcI2QSfsCndSg	UbMry7IOiUijFNQlvbb9fA	54lrkbdlqXGEqNAa9Rf6pg
マーメイドペレパスィ	ここなつ2.0	3	10	13	16	hinabita		0Bgzb-DCRLuav_yyCCZ9Qw	0Bgzb-DCRLuav_yyCCZ9Qw	Ilfs0IbOsSPcIXD6UjtnGw	uaIhMJU7hwBoujvyAbg5MA	I1PFrHPJJ2ub_mkmxj4SMQ
メモリーズ	ここなつ2.0	5	12	15	17	hinabita		EB1SVF8f4hLrkuEHhI8FZg	EB1SVF8f4hLrkuEHhI8FZg	qmtcr4pUCFXNz7H_9m7R1A	qjj0WpqX4V2kAkbXtUT5zw	AG2CUHLaze-6DDKSn5pRpg
リバース	ここなつ2.0	4	11	13	16	hinabita		Prbns6iXMkzDYOftgPXqmg	Prbns6iXMkzDYOftgPXqmg	wA9eAzdC0_q_NarmQZJ-Ag	3Hk3B78TXLq9NEIPC8Ygfg	Zq2I66KsdY-Owhf9bEY4yg
Corrupting Wonderland	u-z feat.CHERICa	6	12	15	18	floor		7fch4A5q10J5iuNTyE8G1A	7fch4A5q10J5iuNTyE8G1A	x--5EmeCrtmpEjw1K5CRuA	0Am5vu904hzeMxp4Ev-3pQ	4xrRSW2k3vkzS3aB-bWLWA
Struggle for Revival	NitoK	5	12	15	17	floor		Hc0TVEH5BUgv8ijAANVVlw	Hc0TVEH5BUgv8ijAANVVlw	6hGnHX68jSUioZS585-Rjw	z7R-wJhRK6HaXkOSuoVORg	gale-pH2TLpMjA3LX5tVog
チクサクコールが懐かしい	諸星なな feat.加藤はるか	5	12	15	17	floor		cLg0Ea61V_G7rjvCWq3Paw	cLg0Ea61V_G7rjvCWq3Paw	ervmYDcwpW_bk2fQwXAY4g	sINWE4IO0dCO5XwgoN8F7Q	GTBvRyDunYGBqbVykkamzQ
二分間の世界	Cororo	6	13	16	18	floor		oG8hq5wnjZ77Mvy8nQY5AA	oG8hq5wnjZ77Mvy8nQY5AA	NhtarkPj6MIJ6eLVBJqgRA	v33jDvTvM6z0YiHzx3FOFQ	F9g5U3ttrgDrKOWGuljLfg
ROZELCIA	brz1128	6	13	16	18	floor		BHc8gHquWGi9rm160R7SJg	BHc8gHquWGi9rm160R7SJg	Ors1-br_PMqfzuCHoVOtKQ	2cvzRXDeINALO66FxB3bkQ	L8aC9cf9xbb6USlhRfNzuQ
SHOCKER BREAKER	Yu_Asahina	6	13	16	18	bemani		VNZyI2nc3Uqerm8y1X6u8A	VNZyI2nc3Uqerm8y1X6u8A	DGWRoTjnAG4xPhplErk_Ug	aEqxDJs0dW2XHesm3_M9IA	hhf7TKgm4pbsk3h6MfcMpA
c2Theater	yaseta + Hidra-Xjeil	6	12	15	18	bemani		2-HEuJUbGEPwA8U-vRY8cA	2-HEuJUbGEPwA8U-vRY8cA	ZtoBEpjpxqASZvDkcHppBg	bndFathYOpu5NUqnlpL0QQ	VtyJjD9nkTJ96Ml01vCNVA
ミライチューナー	U-ske feat.すずしろ	4	10	13	16	bemani		iNxTGyLGf_6ehmFoxgyf_Q	iNxTGyLGf_6ehmFoxgyf_Q	JEwtcThKD4r85p084TsKJQ	XG26S5eVuBX0tq_wx40vLw	POoPaemEFnepjejmUUrLTQ
メンタンピンドラドラ	enzo + O2i3	5	12	14	17	bemani		TDGnyApSTEOhwn6s3xnN2Q	TDGnyApSTEOhwn6s3xnN2Q	TsPzKvZfyb8RgLRELOodPg	hN5rXhsGqurccQqutDMrng	RQUnQdS2ylxCjvsKIrdzrQ
神っぽいな	ピノキオピー	3	10	14	17	vocaloid		Dngg6PLqnNm5WpfCNVrF4A	Dngg6PLqnNm5WpfCNVrF4A	9xT7D6GovR9DHwEu1UfoyA	WCKx5BbDDGBnQegPJZHB9Q	c7UuCIMC3SKw44HR7QuIjA
キリカ	HIMEHINA	3	11	14	17	others		lQj8PvT2Fxp_ezBCqvBTSw	lQj8PvT2Fxp_ezBCqvBTSw	Xhz0XBHx17yu-F-lwwRqkw	-Bkq3Jk_7SD1a_PTMKFoew	VX6niDns1n1xhbWTMxJGcQ
GOODTEK	EBIMAYO	6	12	15	18	others		nmHX2wl0uE3WZHz58ZBZdg	nmHX2wl0uE3WZHz58ZBZdg	aEREBhWvdnm55TuVKZIewg	CbbarrUmQu1pd4eEkF9y7g	Ufx7vmHF3WjiKWes5psgJA
サクラノソバニ！	Ray_Oh feat.みかん汁	5	12	15	17	floor		2lWUv34HsPTNByBfAfwP8g	2lWUv34HsPTNByBfAfwP8g	rQu0w5DruKGPOLbntUr8Yg	3uQJdrXErIHjcPrts4wOKg	0t---cDFMHQ7ZBX0QvElXA
THE WORLD REVOLVING	Toby Fox	6	13	16	18	others		EXKPYGi06SeTPRoVhg_yGg	EXKPYGi06SeTPRoVhg_yGg	W1wspzAZlM_vZy6bnSGUuQ	-VMitEWUIfxG0c3XEQtYGg	OzY_jK3YTL7zayfX_X_laA
紫焔双穿	かめりあ	7	14	17	19	floor		QfgGc4_Yv0LQgjznC_1eLw	QfgGc4_Yv0LQgjznC_1eLw	7iROhXCAbxv7nmqhfpVycw	0Q_TzPxesGDAekhDE3Cxkg	sPCj05Awpx9GB4jsdwJQyg
DATAERR0R	Cosmograph	6	13	16	18	others		P9CvA1y_CLubLrmWIwHYWA	P9CvA1y_CLubLrmWIwHYWA	6oWLWnc7ojbL17nAjt0J1w	nY2eXD8m76U8nSMGvdTr8g	aZQqi8RNJHCBWwXWEapCzg
Decadence Mission	Jerico	6	13	16	18	floor		dmh7Lqss4MTSor5hPwiaog	dmh7Lqss4MTSor5hPwiaog	ZSlcY3zPNTI1jKAxq-0hRg	prT_hcbZon7bFZk8ovduUg	XG4CPD5q7dJeOYlEuV6I9Q
爆烈歓迎♪エクストリーム飲茶旋風脚ッ!!	BlackY feat. Risa Yuzuki	6	13	16	18	floor		CKpbFBryFnyes8nnGidwBw	CKpbFBryFnyes8nnGidwBw	fQNK_XtO8U5DJytIgnHgyw	FoilGQGlhuY88HOouu1vnQ	38qrem973M3tv-iIRoaxnw
Heroine is here	クルトン feat.ケィニ	4	11	14	16	floor		1-U2v-XvdYWjXWDck3W11A	1-U2v-XvdYWjXWDck3W11A	_xRvHsGxXR2l-mNGTINXdQ	1dTFbOV_5icoVQU884fj_A	D_BXVQ-U5zBd1gGqdRvGUA
FAR GONE	493Water	6	13	16	18	floor		kYtbSnsQLdi-Ien_yNxmaA	kYtbSnsQLdi-Ien_yNxmaA	C3r72cmoQLDHfwuAQwTOpQ	qsD61o1qJZO2KKjNocghaA	-P06urYYqT8gvApwwwfYcQ
フリコドウル	HIMEHINA	5	12	15	18	others		r01qI72pblKq-s9er7m3Zw	r01qI72pblKq-s9er7m3Zw	uczmw2Amh8AvIRIKz0ew-g	nEnqB_YKTVQyYHn3WMaowg	I2XgandUEjmJsr93PLhsbg
Berry Go!!	Freezer feat.妃苺	5	12	15	17	others		55l8Ak2dtidzLN7iSzfozg	55l8Ak2dtidzLN7iSzfozg	fod2EkrizhaLeZFYiHdW3g	xlBG7ufRe-zc8aAebK3gqQ	4ul7c2yZU4xkLIe79g4MxQ
Holy Trail	satie	7	13	16	19	floor		BNQeOPp8BKBdM-PgkSfkRA	BNQeOPp8BKBdM-PgkSfkRA	RryyK0uo-cDMvwelROHqXA	6VcmHqZCnaC4h7JxOse6Ew	esLUNv5OuGzyCHmAZvAn2Q
Memory Flow	兎波かなで feat.とうな	6	13	15	18	floor		0MhcNGus09ybxkPtv3mOtw	0MhcNGus09ybxkPtv3mOtw	tINW85ol3uGpdABsi8D6nQ	ZK2YctDLN59h308Ct8NLGg	50lh2bC0B9drTibX8E_zXA
勇者の卒業式	Verdammt	4	11	14	17	floor		xWDx6my4YNf2qU5xhZT18g	xWDx6my4YNf2qU5xhZT18g	x3HVXzD08lVOajAdC-1fvQ	f5EGJkmrkKiFIrDYiO-DgA	aY4qwaFmoYgnqOxI1XWkyQ
ユキバレ＊ぱれいど	coTatsu	4	11	14	16	floor		gZSbwfUrS2-5FrUxG78z5w	gZSbwfUrS2-5FrUxG78z5w	F91Bvypvjoh4B3Z4rERy_w	eDLB62fnZ5kvJ5eMtmCPdQ	RvDVQIoOTpy0bh4Y5Tphyg
Resonant Gear	Endorfin.	4	11	14	17	sdvx		Biz_JV_0KoCWWpSmO3u2fg	Biz_JV_0KoCWWpSmO3u2fg	8MpsdwIxrCFB7VxmiVdiQw	MJiZBQr25VxJA0199I3k1A	12DH2-P09LiRPWilaJNUIQ
WICKeD CRφSS	OSTER project	6	12	15	17	bemani		t5wIkyBTY7WGoy3fNLjFHg	t5wIkyBTY7WGoy3fNLjFHg	qcbA3E536eIFXpOtBld4HQ	wZNHtdj8MybYd8arvhTKog	9r7T81qjFZDPt-H7XjF9Fw
CLAMARE	MAX MAXIMIZER	7	14	17	19	bemani		gR0sznzQRVAcqLeT1lEi4w	gR0sznzQRVAcqLeT1lEi4w	_fCMBY8yPVyXTeCd6QHB5g	k2NFS_g6Z_SErCBv-tK-7g	35jqtUR4OF39JM-JKqx_xg
Crystalia	DJ TOTTO	6	13	16	18	bemani		DNf9d4EnVl09Pu_LnluPyA	DNf9d4EnVl09Pu_LnluPyA	mVwaMkIIzlcA3Kr6s6MB0A	4lu77GsAE1dHcJfCiNukmw	8VZRkyUoQLgkmG4mKB4aqA
SPECIAL SUMMER CAMPAIGN!	Lucky Vacuum	5	13	16	18	bemani		wDVE0Vtp2SePow79EtWdRQ	wDVE0Vtp2SePow79EtWdRQ	iHDmRc_asruxMibLu2qCdg	fDrHlzGauELIhX92W8oNnw	jnDFVM0uRvrm2WbH6QGv-g
Flip Flap	kors k	4	11	14	17	bemani		KG25-zzlwa85g0lRa7jbKw	KG25-zzlwa85g0lRa7jbKw	gv7GfIC3SzhamTqNomrPOg	cKU25gMvpxAozBnAag-4Ig	Lc_teWIgg8SYc6DehGQ8Kw
蝕	めと（Metomate）	6	13	16	18	floor		fBV0sumCJMeP0Jvu42BgiQ	fBV0sumCJMeP0Jvu42BgiQ	_RfHxJqiULnMRjW9ZHx1Gw	ifTr-shJHnAmvcAl3C8IiA	2vhfxCZj0X8j2BHgjWcqQQ
十の試煉	打打だいず vs. siromaru	7	14	17	19	floor		5Ku0oDABCGBFX3gUWxYh8g	5Ku0oDABCGBFX3gUWxYh8g	Ne1QuVLT6g-WJUxRkv0STw	A7KzjN8PHzblUXT88uJovg	tcpFMFrrLhBXj0AmJV-DSw
Xb10r	隣の庭は青い(庭師+Aoi)	7	14	17	19	floor		JfZKWha_YAndKw_K30vVSQ	JfZKWha_YAndKw_K30vVSQ	i9qPNCZHCeZTYxOAAoujUg	gLHKjGIzm0KueSoCoqLahQ	IG8GF63MoNwKMwHB_46LVQ
火狐之舞	影虎。	6	13	16	18	floor		jgOarrtepIWwWXSjM_9xAg	jgOarrtepIWwWXSjM_9xAg	QwNk0gJddf0NDEvABiOdwQ	cAhs72ro70S3J-RD1HZ0cw	pWJEv-3tgPB1QzsgOgXR9Q
MixxioN	MisoilePunch♪	8	15	18	20	floor		r_noX9TrBn-uDUE5hjPAmQ	r_noX9TrBn-uDUE5hjPAmQ	UswPbKMjYRdeAkKFFPHCAQ	HGf3JTqDAfusYtZx53i8Vw	i8QvYpWu4fYEtL-LahTPNA
Rhapsody ⚙f Triumph	かめりあ・超機裝旋楽隊	7	14	17	19	floor		XoTOfu_0sW30WCnV1IeUUQ	XoTOfu_0sW30WCnV1IeUUQ	xYPFJCVH0N_YpSnSZt76cw	zYuJbQmmIgKve7IJWNGiaA	KamrXWIOqRDegqkqVj3Ivw
refluxio	Juggernaut.	6	13	16	18	floor		dbeljwq0A7BQApcOojBntQ	dbeljwq0A7BQApcOojBntQ	fOSjpaPenZ5pjh4RNYa3Rg	L1OpPiQWQRI8HWfmZIZ_qg	9cX0bDxChZE-6w4PGTASaQ
EncorE & cALL	CHUBAY	7	14	17	19	floor		4qirNHi-qBxQnd8iCwz8-Q	4qirNHi-qBxQnd8iCwz8-Q	pjeDH0KqK_WexmXP-wEr6A	VWN9gfULHpZ1C5-qBHN6XQ	Hu8xkTrrYsDAtt83qEl4gw
Wings to fly high	Noah	6	13	16	18	floor		5TV390PdPgBQl2RAOTvz7A	5TV390PdPgBQl2RAOTvz7A	Cm26x8HKYdVPQY9pCOqHRQ	d3hJu8-Cd2WOlkv0LZli-w	lctk8sTEcl9Mf-tz349AlQ
AIM HIGHER	U-ske feat. 棗いつき	6	13	16	18	floor		ypWBWr3r8R6H_VpwSNPEJQ	ypWBWr3r8R6H_VpwSNPEJQ	pg-ME3V6b-HaL-kQ_HA2zA	9XqgZPCjTXBPwwMXXohSYQ	JHhBC0hAFTDyf7pQHQ0qkQ
All for One	CANVAS feat. Quimär	6	13	16	18	floor		JZ6r4YyAWbRuUydTNuZwzQ	JZ6r4YyAWbRuUydTNuZwzQ	QcDedr_t149CWN__-tbURA	z3bTrblg7mb7uG6yVHPrvw	P6cpbj2VIuoQ0LcB71JobA
AμreoLe ~for Triumph~	Ashrount	7	14	17	19	floor		h0b3BCv1g3WWqAdLkAbHQg	h0b3BCv1g3WWqAdLkAbHQg	KvUbvcpnbZmGvhZ8D4Ry-Q	4ZXnmfUzaFASwzhUwJ69dQ	AWd4ib9QF6pSkb9rDhr8Sw
XHRONOXAPSULΞ	Silentroom	8	15	18	20	floor		AsMIKevgu_HZOuhJob5SEA	AsMIKevgu_HZOuhJob5SEA	QW-y4iJg4726JkzwzgV97g	dJTBIFZmz-F0X4B6xLj-gg	QVNkoHvVIaneh_bDfKC5wQ
ZEUS	BlackY	7	14	17	19	floor		RDWPuZCCYA2Ypi2WiFkH3Q	RDWPuZCCYA2Ypi2WiFkH3Q	TiKdHs4ZnbbjbHXp41x_sw	nA91xjfd80ji-UFjN35zkQ	GG-dqU-PayIY3CzR-aWXNw
↑↑↓↓←→←→BA	meiyo	3	10	14	17	others		bcf5MwWqag47zYdBbue-bg	bcf5MwWqag47zYdBbue-bg	6YTXBP8h-BXONYLT4bWnxA	pL2wuNdyHVEqmaF99KtbNg	KTMHAtKL17QiXkndL4_cfw
2 Beasts Unchained	kors k vs Yooh	7	14	17	19	sdvx,bemani		DxHjwYak_UxOA8aQrb0Rhg	DxHjwYak_UxOA8aQrb0Rhg	ZgfJPEso2wqzqg7sIwOvuQ	xeuNmEcpRY-7CgdauTczJQ	gpqhOOylfaYzQDiSHCzLhQ
ピアノ協奏曲第１番”蠍火”	virkato	7	14	17	19	bemani		jAh2ckqUOTnCClkunncUGQ	jAh2ckqUOTnCClkunncUGQ	cTOBLVZDBMdALIRGGE1OFw	_bDYPJXCqbeOpdFBa9q8EA	eFLjtvemAfrkd0NVccZ6qQ
Fegrix	Xceon vs DJ Command (Eurobeat Union)	6	13	16	18	bemani		I781FXgALD16n2TQHDr3xA	I781FXgALD16n2TQHDr3xA	b8N2LcVV6hHSnqbQG1eFQQ	46H2JDK7d-fNMTL-NqNbRw	ZM4TlVNrRBp7mcZJjyCL6A
ゔぉるみっくす!!!!	かめりあ feat. ななひら	6	13	16	18	sdvx		rmvmrcKEfEjN-TdN4vonsw	rmvmrcKEfEjN-TdN4vonsw	OODF7LwTdnwzhJHbWRK6Cw	f5YWKsqgNxi5fcbkLNupxQ	zRqv-HuOW2V18xllbrvZEA
sparky spark	kamome sano	6	12	15	17	sdvx		KAOn4BLv6nDTDQ4RGuOFCg	KAOn4BLv6nDTDQ4RGuOFCg	1gurxUPBwESJWtct4UxsNg	0mJDZHClbuRj0umWnxSkYg	dnFz8H6Ita3cFSoz_uCjMw
Test Flight	黒魔	5	12	15	18	sdvx		H-EuvNHeJOwCO4Whs7zb3Q	H-EuvNHeJOwCO4Whs7zb3Q	rrQv0cF_C-ZK1N4YzUWw8A	NIOLgMFeVrlQX0QzmGdaIA	c0Q8EL4mbPsRAybOF9FwlA
Perfect Ultimate Celebration!!	2時間でPUCされたかぼちゃ	6	13	16	18	sdvx		msUy-KhqyVTQSrDKl1zLKQ	msUy-KhqyVTQSrDKl1zLKQ	Vn4Ovp68gmnrS27CaNVdwg	3PywmvqFjvHH1fCIuA9DZA	1h-hT8WRCgDNVCuCXj8OjA
Foolish Again	lapix	5	12	15	17	sdvx		VEgLXkfowX1jb-0JPmYfrg	VEgLXkfowX1jb-0JPmYfrg	48lOvrnO_mRnVsuM-othoQ	G58-8XiLNoP0zY5FcQt0Ow	ZrVPQ0R3vMNI5D6xGRLfNQ
PLANISPHERE	SOUND HOLIC feat. Nana Takahashi	4	11	14	17	sdvx		l_TQJzpCYAr7JcQjk8TE5w	l_TQJzpCYAr7JcQjk8TE5w	WdhwISRiDKuMfQb2it4uMg	39vAHAl1loQfUsd0z6gbKA	Itk_JbW0kqEjzYvKe26srg
夢の終わり、世界のはじまり。	TAKU1175 ft.駄々子	4	11	14	17	sdvx		_f_LCC_CoSfBVyzzApBYrA	_f_LCC_CoSfBVyzzApBYrA	erVD4Pkx9lP4yIGKpIsQHQ	oEiWPmb1DMszqwom7LF-4A	26wbTwXmil89K4AeTHiJ8Q
Unleashed Redness	DecisionS (kanone + nora2r)	6	13	16	18	floor		97lYXdT6G1yOUUax_OTI2g	97lYXdT6G1yOUUax_OTI2g	BIpowgDDtDz6JAMZ0FtJmA	ujjWunihqm0wHLg7kxO9uw	6o6z705VSj6L5VhrjPDMSA
party:stage	かゆき	6	12	16	18	floor		PfAyv5euEn539SKezExynA	PfAyv5euEn539SKezExynA	Jh5Yeu3BtvE3gq6PmvYduw	K88t2USkI8ekJMtLYE6LNg	h-p4lTmyGHjST_Z1nqa9OQ
Rapsodia d'amore	xi	7	14	17	19	floor		KYzSdMGPaNruFLD6340anw	KYzSdMGPaNruFLD6340anw	o8movz-uUK2LEV_ZT-J54A	CZzmucWo1Ty0yMIBGttIPg	cf5BPaXoYZa1soQTyXSSsA
Aftermath	"BEMANI Sound Team ""猫叉Master & あさき & Yvya"""	5	12	15	17	bemani		zQd3SzvgzaTvzmSS8UzW4w	zQd3SzvgzaTvzmSS8UzW4w	7etjLM7NqrCsKFjKQedqUA	g8GLuiRD7FMjmUiL2vHJaQ	GMKoQ0SXTr9fzVVwYOs2Pg
オリガミカル・スウィートラヴ	かめりあ feat. ななひら	5	12	15	17	bemani		T09A5XTFqKcbbqE95x6mxg	T09A5XTFqKcbbqE95x6mxg	8TzrjvXvjJOiIkMGZYL8iA	k_cgY6DhP_JnAUVXO78xeA	aQrmWWTVCB_R3lStq7f5_Q
